id,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2318,Entire home/apt,9,2.5,4,4,$295.00 ,1,1125,1,2,1125,1125,1,1125,,t,0,0,26,26,2020-10-25,32,4,0,2008-09-15,2020-02-01,100,10,10,10,10,10,10,STR-OPLI-19-002837,f,2,2,0,0,0.22
9419,Private room,2,3,1,2,$55.00 ,2,180,2,2,180,180,2,180,,t,29,59,89,364,2020-10-25,148,2,0,2010-07-30,2019-12-27,93,10,10,10,10,10,10,str-opli-19-003039,f,8,0,8,0,1.19
9531,Entire home/apt,4,1,2,3,$155.00 ,28,1125,28,28,1125,1125,28,1125,,t,0,0,19,294,2020-10-25,40,1,0,2012-01-12,2019-12-30,100,10,10,10,10,10,10,STR-OPLI-19-002182,f,2,2,0,0,0.37
9534,Entire home/apt,3,1,2,2,$125.00 ,5,1125,5,5,1125,1125,5,1125,,t,10,14,40,315,2020-10-25,53,8,0,2012-01-15,2020-08-31,100,10,10,10,10,10,10,STR-OPLI-19-002182,f,2,2,0,0,0.5
9596,Entire home/apt,4,1,1,4,$100.00 ,4,60,4,4,1125,1125,4,1125,,t,0,0,6,6,2020-10-25,97,4,1,2011-06-15,2020-09-28,91,9,9,10,9,10,9,STR-OPLI-19-002622,f,2,2,0,0,0.85
9909,Entire home/apt,4,1,2,2,$81.00 ,30,180,30,30,1125,1125,30,1125,,t,0,10,40,315,2020-10-25,74,1,0,2009-11-03,2019-11-20,96,10,10,10,10,10,10,19-000033,t,6,6,0,0,0.55
10209,Private room,1,2,1,1,$50.00 ,5,730,5,5,730,730,5,730,,t,6,6,29,304,2020-10-25,39,0,0,2009-11-08,2019-08-31,87,8,7,10,9,9,9,STR-OPLI-19-001095,f,3,0,3,0,0.29
11012,Entire home/apt,8,2,3,3,$280.00 ,2,45,2,2,1125,1125,2,1125,,t,16,46,76,166,2020-10-25,96,5,1,2010-01-31,2020-09-27,96,10,9,10,10,10,10,str-opli-19-002622,f,2,2,0,0,0.73
17229,Private room,1,2,1,1,$50.00 ,5,1825,5,5,1825,1825,5,1825,,t,18,48,78,353,2020-10-25,23,0,0,2011-06-19,2019-08-01,89,9,8,10,10,9,9,STR-OPLI-19-001095,f,3,0,3,0,0.2
24212,Entire home/apt,6,1,2,2,$156.00 ,1,365,1,2,365,365,1,365,,t,15,45,75,164,2020-10-25,105,12,0,2010-11-02,2020-09-13,94,10,10,10,10,10,9,STR-OPLI-19-000408,t,27,27,0,0,0.86
25002,Entire home/apt,4,1,1,2,$74.00 ,2,365,2,2,1125,1125,2,1125,,t,22,42,69,159,2020-10-25,822,48,5,2010-04-23,2020-10-20,98,10,10,10,10,10,10,STR-OPLI-19-002617,t,1,1,0,0,6.42
30712,Entire home/apt,3,1,1,1,$67.00 ,7,120,7,7,120,120,7,120,,t,0,0,0,0,2020-10-25,100,5,0,2013-08-07,2020-03-17,88,10,8,10,10,10,10,STR-OPLI-19-002891,f,2,2,0,0,1.14
37234,Entire home/apt,2,1,1,2,$99.00 ,2,21,2,2,21,21,2,21,,t,16,46,76,351,2020-10-25,4,1,0,2016-11-13,2020-06-01,85,10,10,9,8,10,9,STR-OPLI-19-002333,f,2,2,0,0,0.08
41401,Entire home/apt,4,1,1,2,$95.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,146,2020-10-25,28,0,0,2010-08-26,2017-05-06,96,10,10,10,10,9,9,,f,1,1,0,0,0.23
43373,Private room,2,1,1,1,$59.00 ,30,90,30,30,90,90,30,90,,t,1,1,1,119,2020-10-25,272,1,0,2010-08-13,2019-11-15,95,10,10,10,10,10,10,,f,1,0,1,0,2.19
48848,Entire home/apt,2,1,1,1,$80.00 ,5,365,5,5,1125,1125,5,1125,,t,0,0,0,0,2020-10-25,48,5,0,2010-11-05,2020-06-30,99,10,10,10,10,10,10,STR-OPLI-19-002350,f,2,2,0,0,0.4
67270,Private room,2,1,1,1,$70.00 ,2,14,2,2,14,14,2,14,,t,29,59,89,364,2020-10-25,190,2,0,2011-03-09,2020-02-17,96,10,10,10,10,10,10,STR-OPLI-19-001648,f,1,0,1,0,1.62
80655,Entire home/apt,10,2,4,6,$250.00 ,30,90,30,30,90,90,30,90,,t,23,53,83,83,2020-10-25,1,1,0,2020-08-14,2020-08-14,100,10,8,10,10,10,8,,f,1,1,0,0,0.41
86185,Private room,2,1,1,1,$75.00 ,2,7,2,2,7,7,2,7,,t,29,59,89,364,2020-10-25,72,0,0,2011-05-09,2019-09-07,94,10,9,10,10,10,9,STR-OPLI-19-001549,f,1,0,1,0,0.62
107884,Entire home/apt,4,1,1,2,$93.00 ,2,365,2,2,365,365,2,365,,t,0,0,0,266,2020-10-25,172,13,0,2011-05-22,2020-03-08,98,10,10,10,10,10,10,STR-OPLI-19-000686,f,1,1,0,0,1.5
116221,Entire home/apt,2,1,1,1,$74.00 ,120,365,120,120,365,365,120,365,,t,0,0,0,0,2020-10-25,50,1,0,2011-08-21,2020-08-22,97,10,10,9,10,10,9,,f,1,1,0,0,0.45
117165,Private room,2,1,1,1,$85.00 ,2,90,2,2,90,90,2,90,,t,0,0,0,0,2020-10-25,144,6,1,2011-08-16,2020-10-15,99,10,10,10,10,10,10,STR-OPLI-19-002463,f,2,1,1,0,1.29
119103,Entire home/apt,3,1,1,2,$79.00 ,3,1125,3,3,1125,1125,3,1125,,t,27,57,87,362,2020-10-25,407,19,2,2011-06-14,2020-10-12,98,10,10,10,10,10,10,STR-OPLI-19-000772,f,2,2,0,0,3.57
132120,Entire home/apt,4,1,1,1,$75.00 ,2,30,2,2,30,30,2,30,,t,0,0,22,297,2020-10-25,126,8,0,2011-06-20,2020-08-03,94,10,9,10,9,10,9,STR-OPLI-19-001229,f,1,1,0,0,1.11
132160,Entire home/apt,6,1,2,3,$136.00 ,3,10,2,3,1125,1125,2.3,1125,,t,0,0,16,69,2020-10-25,290,14,0,2011-08-05,2020-08-09,97,10,10,10,10,10,9,STR-OPLI-19-000659,f,1,1,0,0,2.58
136480,Private room,2,1,1,1,$85.00 ,2,14,2,2,14,14,2,14,,t,0,0,0,0,2020-10-25,60,6,0,2015-09-08,2020-03-10,97,9,10,10,10,9,9,STR-OPLI-19-003451,f,2,1,1,0,0.96
140331,Private room,2,1,1,1,$65.00 ,1,90,1,1,90,90,1,90,,t,27,57,87,362,2020-10-25,157,8,0,2011-06-21,2020-09-18,97,10,10,10,10,10,10,STR-OPLI-19-003314,f,1,0,1,0,1.38
151545,Entire home/apt,6,1.5,3,3,$249.00 ,7,270,7,60,270,270,18.1,270,,t,0,0,0,0,2020-10-25,40,12,1,2017-11-06,2020-09-27,99,10,9,10,10,10,10,STR-OPLI-19-002004,f,3,3,0,0,1.11
202251,Entire home/apt,6,1,3,0,$175.00 ,30,150,30,30,1125,1125,30,1125,,t,24,26,49,324,2020-10-25,26,2,0,2014-07-24,2020-07-31,90,9,9,10,10,9,9,,f,1,1,0,0,0.34
210316,Private room,2,4,1,1,$60.00 ,3,365,3,3,365,365,3,365,,t,23,53,83,358,2020-10-25,74,1,0,2014-06-09,2020-08-31,95,9,10,10,10,9,10,STR-OPLI-19-002472,t,4,0,4,0,0.95
215882,Entire home/apt,2,1,1,1,$88.00 ,3,7,3,3,7,7,3,7,,t,4,19,29,29,2020-10-25,384,13,0,2011-11-05,2020-09-21,98,10,10,10,10,10,10,STR-OPLI-19-002588,f,1,1,0,0,3.51
217142,Entire home/apt,6,2,2,3,$208.00 ,2,365,2,4,365,365,2.4,365,,t,29,56,86,358,2020-10-25,184,16,1,2011-10-21,2020-10-17,95,9,10,10,10,10,9,STR-OPLI-19-001535,f,4,4,0,0,1.68
218741,Private room,3,1,1,1,$93.00 ,1,21,1,2,21,21,1.3,21,,t,23,53,83,173,2020-10-25,134,2,0,2012-06-18,2020-09-06,96,10,10,10,10,10,10,19-000933,f,2,1,1,0,1.32
219532,Entire home/apt,3,1.5,3,4,$285.00 ,30,1125,30,30,1125,1125,30,1125,,t,3,3,23,298,2020-10-25,87,0,0,2012-05-19,2019-08-25,94,10,10,10,10,10,9,STR-OPLI-19-838812,f,1,1,0,0,0.85
224763,Entire home/apt,4,1,1,1,$145.00 ,2,365,2,4,365,365,2.1,365,,t,2,26,56,331,2020-10-25,122,14,1,2012-01-30,2020-10-18,95,10,10,10,10,10,9,STR-OPLI-19-001600,f,4,4,0,0,1.15
226536,Private room,2,1,1,1,$44.00 ,30,30,30,30,30,30,30,30,,t,29,59,89,364,2020-10-25,218,9,0,2011-11-13,2020-03-01,95,9,9,10,10,10,9,STR-OPLI-19-000684,f,2,0,2,0,2
226677,Private room,2,3,1,1,$45.00 ,2,180,2,2,180,180,2,180,,t,29,59,89,364,2020-10-25,164,9,0,2011-11-07,2020-09-01,96,10,10,10,10,9,10,STR-OPLI-19-003039,f,8,0,8,0,1.5
233502,Private room,2,1,1,1,$60.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,0,2020-10-25,1,0,0,2012-06-06,2012-06-06,,6,8,10,10,10,10,,f,1,0,1,0,0.01
240920,Private room,3,1,2,3,$80.00 ,30,120,30,30,120,120,30,120,,t,27,57,87,87,2020-10-25,18,0,0,2012-08-01,2018-08-06,97,10,9,10,10,10,10,,f,1,0,1,0,0.18
241016,Entire home/apt,5,1,3,3,$215.00 ,30,60,30,30,60,60,30,60,,t,0,0,0,0,2020-10-25,110,1,0,2015-06-14,2019-12-01,95,10,10,10,10,9,9,10138130,f,3,2,1,0,1.68
241032,Entire home/apt,4,1,1,1,$165.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,2020-10-25,299,0,0,2011-11-01,2019-09-13,94,10,10,10,10,9,9,,f,3,2,1,0,2.73
254340,Entire home/apt,2,1,1,1,$85.00 ,30,180,30,30,180,180,30,180,,t,0,0,0,0,2020-10-25,161,1,0,2011-12-12,2019-10-31,98,10,10,10,10,10,10,,f,1,1,0,0,1.49
260613,Entire home/apt,3,1,1,1,$100.00 ,1,180,1,2,1125,1125,1,1125,,t,11,41,71,346,2020-10-25,67,11,5,2012-03-02,2020-10-18,98,10,10,10,10,10,9,STR-OPLI-19-003396,t,1,1,0,0,0.64
271509,Entire home/apt,6,1,2,2,$102.00 ,2,365,1,2,365,365,2,365,,t,11,36,66,155,2020-10-25,105,29,4,2012-09-04,2020-10-12,95,10,9,10,10,10,9,STR-OPLI-20-000319,t,27,27,0,0,1.06
277416,Entire home/apt,4,1,1,2,$145.00 ,2,365,2,4,365,365,2.1,365,,t,24,54,84,353,2020-10-25,134,8,1,2011-12-12,2020-09-28,97,10,10,10,10,10,10,STR-OPLI-19-001537,f,4,4,0,0,1.24
282934,Entire home/apt,2,1,1,1,$140.00 ,4,180,4,14,180,180,5.8,180,,t,12,36,36,36,2020-10-25,100,3,0,2013-03-12,2020-08-25,99,10,10,10,10,10,10,STR-OPLI-19-000054,f,1,1,0,0,1.08
284087,Entire home/apt,6,1,2,3,$121.00 ,3,1125,3,3,1125,1125,3,1125,,t,23,53,83,351,2020-10-25,211,19,2,2012-02-28,2020-10-04,96,10,10,10,10,10,10,STR-OPLI-19-002053,t,1,1,0,0,2
286080,Entire home/apt,6,2,2,3,$116.00 ,2,365,2,3,3,365,2,362.5,,t,17,34,64,153,2020-10-25,121,21,2,2011-12-27,2020-10-07,96,10,10,10,10,10,9,STR-OPLI-19-001804,t,27,27,0,0,1.13
299817,Entire home/apt,3,1.5,2,3,$125.00 ,30,1125,30,30,1125,1125,30,1125,,t,23,53,83,358,2020-10-25,10,10,0,2019-11-30,2020-07-19,94,9,6,10,10,10,9,,f,1,1,0,0,0.91
301059,Entire home/apt,4,1,1,2,$127.00 ,2,1125,2,2,1125,1125,2,1125,,t,14,44,68,147,2020-10-25,69,9,0,2012-03-17,2020-05-15,98,10,10,10,10,10,9,STR-OPLI-19-001963,f,27,27,0,0,0.66
303277,Entire home/apt,2,1,2,2,$130.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,8,38,313,2020-10-25,10,0,0,2012-01-16,2019-08-11,96,10,10,10,10,10,9,,f,1,1,0,0,0.09
338091,Entire home/apt,4,1,1,1,$200.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,2020-10-25,120,0,0,2012-04-16,2019-10-22,93,10,9,10,10,10,9,STR-OPLI-19-123456,f,3,3,0,0,1.16
340706,Entire home/apt,4,1,1,1,$70.00 ,4,30,2,4,30,30,4,30,,t,1,6,6,6,2020-10-25,196,5,2,2012-03-13,2020-10-20,96,10,10,10,10,10,10,STR-OPLI-19-000879,f,1,1,0,0,1.87
353039,Entire home/apt,4,1,1,2,$101.00 ,30,200,30,30,1125,1125,30,1125,,t,3,5,35,124,2020-10-25,59,5,1,2012-07-03,2020-10-07,98,10,10,10,10,10,10,STR-OPLI-19-001273,t,5,5,0,0,0.58
353110,Entire home/apt,5,1,1,1,$69.00 ,30,1125,30,30,1125,1125,30,1125,,t,1,17,47,322,2020-10-25,72,2,1,2012-04-03,2020-10-06,95,10,10,10,10,10,10,,t,1,1,0,0,0.69
353347,Entire home/apt,6,1,2,3,$104.00 ,7,30,7,7,30,30,7,30,,t,0,0,0,116,2020-10-25,40,3,0,2012-03-17,2020-08-15,97,10,9,10,10,9,9,19-000237,f,1,1,0,0,0.38
356248,Entire home/apt,2,1,2,2,$180.00 ,30,365,30,30,365,365,30,365,,t,0,0,22,201,2020-10-25,25,1,0,2016-09-23,2019-12-30,98,10,10,10,10,10,9,,f,3,3,0,0,0.5
356608,Entire home/apt,6,2,2,2,$136.00 ,3,1125,3,3,1125,1125,3,1125,,t,14,39,69,158,2020-10-25,133,11,2,2012-06-05,2020-10-10,96,10,10,10,10,10,10,STR-OPLI-19-001273,f,5,5,0,0,1.3
368403,Entire home/apt,16,3,6,6,$275.00 ,4,45,4,4,1125,1125,4,1125,,t,27,53,83,349,2020-10-25,37,4,0,2013-10-06,2020-08-31,98,10,10,10,10,10,9,STR-OPLI-19-001130,f,1,1,0,0,0.43
370361,Private room,2,1,1,1,$85.00 ,3,30,3,3,1125,1125,3,1125,,t,0,0,22,112,2020-10-25,226,6,0,2012-04-02,2020-03-09,99,10,10,10,10,10,10,STR-OPLI-19-001288,f,2,0,2,0,2.17
387078,Entire home/apt,4,1,1,1,$108.00 ,2,365,2,4,365,365,2.1,365,,t,9,22,52,327,2020-10-25,165,9,2,2012-12-23,2020-10-21,96,10,10,10,10,10,9,STR-OPLI-19-001903,f,7,7,0,0,1.73
392140,Private room,2,1,1,1,$80.00 ,2,7,2,2,7,7,2,7,,t,30,60,90,365,2020-10-25,263,2,1,2012-05-06,2020-09-27,98,10,10,10,10,10,10,STR-OPLI-19-001128,f,1,0,1,0,2.55
392779,Entire home/apt,4,1,2,2,$110.00 ,30,1125,30,30,1125,1125,30,1125,,t,5,29,59,188,2020-10-25,149,10,0,2012-06-07,2020-09-10,96,10,10,10,10,9,9,STR-OPLI-19-524017,f,1,1,0,0,1.46
447523,Private room,2,1,1,1,$53.00 ,30,1125,30,30,1125,1125,30,1125,,t,7,30,60,335,2020-10-25,201,4,0,2012-06-24,2020-02-21,95,10,9,10,10,10,9,STR-OPLI-20-000733,f,2,0,2,0,1.98
461234,Entire home/apt,2,1,1,1,$99.00 ,3,1125,3,3,1125,1125,3,1125,,t,6,6,28,303,2020-10-25,289,16,2,2012-06-10,2020-10-11,97,10,10,10,10,10,10,STR-OPLI-19-003175,f,1,1,0,0,2.83
461567,Private room,3,1,1,2,$80.00 ,2,30,2,2,1125,1125,2,1125,,t,30,60,90,180,2020-10-25,293,4,1,2012-07-29,2020-10-17,95,10,10,10,10,10,10,STR-OPLI-19-002385,t,1,0,1,0,2.92
475361,Entire home/apt,2,1,1,1,$77.00 ,30,180,30,30,180,180,30,180,,t,29,59,89,179,2020-10-25,116,0,0,2012-06-29,2019-08-26,96,10,10,10,10,9,10,,f,1,1,0,0,1.14
490076,Entire home/apt,2,1,1,2,$70.00 ,3,7,3,3,1125,1125,3,1125,,t,14,36,61,61,2020-10-25,371,42,4,2014-05-28,2020-10-20,94,10,9,9,10,10,10,STR-OPLI-19-001657,f,3,1,2,0,4.75
490110,Entire home/apt,2,1,1,1,$275.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,177,2020-10-25,44,0,0,2012-07-17,2018-09-03,99,10,10,10,10,10,9,,f,1,1,0,0,0.44
491958,Entire home/apt,4,1,1,1,$79.00 ,2,30,2,2,30,30,2,30,,t,0,0,22,297,2020-10-25,354,12,0,2012-07-09,2020-03-08,96,10,10,10,10,10,10,STR-OPLI-19-001047,f,1,1,0,0,3.5
493591,Private room,2,1,1,2,$50.00 ,3,180,3,3,180,180,3,180,,t,16,46,76,351,2020-10-25,178,9,0,2012-06-19,2020-03-10,97,10,10,10,10,10,10,STR-OPLI-19-002472,t,4,0,4,0,1.75
544433,Entire home/apt,2,1,1,1,$95.00 ,30,365,30,30,365,365,30,365,,t,0,0,0,0,2020-10-25,441,0,0,2012-06-25,2019-09-02,97,10,10,10,10,10,10,,f,1,1,0,0,4.34
552325,Entire home/apt,4,1,2,2,$199.00 ,60,360,60,60,360,360,60,360,,t,0,24,54,233,2020-10-25,24,2,0,2013-07-29,2020-01-30,96,10,9,10,10,10,10,,f,3,3,0,0,0.27
557126,Private room,2,1,1,1,$75.00 ,2,5,2,2,5,5,2,5,,t,0,0,0,45,2020-10-25,379,8,0,2012-08-21,2020-02-17,97,10,10,10,10,10,10,STR-OPLI-19-001302,f,2,1,1,0,3.81
564220,Private room,2,1,1,1,$40.00 ,2,21,2,2,21,21,2,21,,t,0,0,0,257,2020-10-25,194,25,0,2012-08-15,2020-03-11,95,10,9,10,10,10,10,STR-OPLI-19-001749,f,2,0,2,0,1.94
564428,Private room,2,1,1,1,$47.00 ,2,28,2,2,28,28,2,28,,t,0,0,0,109,2020-10-25,264,3,0,2012-07-17,2019-11-03,94,10,9,10,10,10,10,STR-OPLI-19-001749,f,2,0,2,0,2.62
565703,Entire home/apt,4,1,2,2,$100.00 ,30,365,30,30,1125,1125,30,1125,,t,0,0,0,239,2020-10-25,308,0,0,2013-03-27,2019-07-15,93,10,9,10,10,10,10,STR-OPLI-19-001833,t,3,3,0,0,3.34
566435,Private room,2,4,1,1,$65.00 ,3,365,3,3,365,365,3,365,,t,30,60,90,365,2020-10-25,90,0,0,2012-09-04,2019-04-28,97,10,10,10,10,10,10,STR-OPLI-19-002472,t,4,0,4,0,0.91
573942,Private room,2,3,1,1,$45.00 ,2,180,2,2,180,180,2,180,,t,29,59,89,364,2020-10-25,168,6,0,2012-08-20,2020-08-23,96,10,10,10,10,10,10,STR-OPLI-19-003039,f,8,0,8,0,1.69
580815,Entire home/apt,2,1,1,1,$168.00 ,30,100,30,30,100,100,30,100,,t,0,0,0,52,2020-10-25,54,3,0,2013-06-09,2020-05-15,96,10,10,10,10,10,10,STR-OPLI-19-001273,f,5,5,0,0,0.6
598023,Private room,2,1,1,1,$79.00 ,3,180,3,3,180,180,3,180,,t,30,60,90,365,2020-10-25,16,1,0,2013-08-11,2019-11-14,95,9,9,10,10,10,9,STR-OPLI-19-000822,f,1,0,1,0,0.18
604600,Entire home/apt,4,1,1,0,$214.00 ,30,30,30,30,30,30,30,30,,t,30,60,90,365,2020-10-25,1,0,0,2014-09-11,2014-09-11,100,10,10,10,10,10,10,,f,1,1,0,0,0.01
609252,Entire home/apt,4,1,2,4,$275.00 ,3,30,3,3,1125,1125,3,1125,,t,28,58,88,88,2020-10-25,3,1,1,2017-07-08,2020-09-26,100,10,9,10,10,9,9,STR-OPLI-19-002887,f,2,2,0,0,0.07
609421,Entire home/apt,6,1,2,5,$295.00 ,3,1125,3,3,1125,1125,3,1125,,t,30,60,90,365,2020-10-25,14,0,0,2014-08-10,2019-06-18,97,10,10,10,10,9,9,STR-OPLI-19-002887,t,2,2,0,0,0.19
609610,Entire home/apt,4,1,1,2,$250.00 ,30,90,30,30,90,90,30,90,,t,0,0,22,297,2020-10-25,22,0,0,2012-07-27,2016-09-17,96,10,10,10,10,9,10,,f,2,2,0,0,0.22
609701,Entire home/apt,2,1,1,1,$99.00 ,2,30,2,2,1125,1125,2,1125,,t,12,41,71,346,2020-10-25,514,16,4,2012-07-29,2020-10-18,98,10,10,10,10,10,10,STR-OPLI-19-001007,t,1,1,0,0,5.12
611509,Private room,1,1,1,1,$80.00 ,14,60,14,14,60,60,14,60,,t,16,46,76,351,2020-10-25,83,2,0,2012-08-23,2020-09-05,98,10,10,10,10,10,10,STR-OPLI-19-002927,f,1,0,1,0,0.83
613020,Private room,2,1,,2,$75.00 ,3,180,3,3,180,180,3,180,,t,0,0,0,68,2020-10-25,157,0,0,2012-07-30,2019-09-10,97,10,10,10,10,10,10,STR-OPLI-19-002040,f,1,0,1,0,1.56
620518,Entire home/apt,2,1,1,1,$89.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,24,54,329,2020-10-25,8,1,0,2012-08-14,2020-08-19,78,7,8,7,7,9,7,,f,55,52,3,0,0.08
635865,Entire home/apt,3,0,1,1,$99.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,2020-10-25,3,0,0,2012-10-08,2016-06-04,100,8,8,10,10,10,10,,f,1,1,0,0,0.03
635878,Entire home/apt,3,1,,2,$89.00 ,81,1125,81,81,1125,1125,81,1125,,t,30,60,90,270,2020-10-25,28,0,0,2013-07-19,2018-08-18,81,9,9,9,9,9,8,,f,55,52,3,0,0.32
654734,Entire home/apt,4,1,1,2,$168.00 ,30,365,30,30,365,365,30,365,,t,30,60,90,365,2020-10-25,81,2,1,2012-10-15,2020-10-10,91,9,9,10,10,10,9,,t,4,4,0,0,0.83
661708,Entire home/apt,6,2.5,2,4,$245.00 ,30,120,30,30,120,120,30,120,,t,0,0,0,162,2020-10-25,10,0,0,2018-05-16,2019-10-21,100,10,10,10,10,10,10,,f,1,1,0,0,0.34
674113,Private room,1,1,1,1,$42.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,232,0,0,2013-10-20,2018-09-25,95,10,9,10,10,9,9,,t,2,0,2,0,2.72
677266,Private room,2,3,1,1,$48.00 ,2,180,2,2,180,180,2,180,,t,29,59,89,364,2020-10-25,89,2,0,2012-09-18,2020-08-14,93,9,9,10,10,9,9,STR-OPLI-19-003039,f,8,0,8,0,0.9
677365,Entire home/apt,6,1,2,3,$89.00 ,1,30,1,2,1125,1125,1.3,1125,,t,9,32,58,58,2020-10-25,140,37,2,2018-02-18,2020-10-21,98,10,10,10,10,10,10,STR-OPLI-19-002932,f,1,1,0,0,4.28
681866,Private room,2,1,1,1,$60.00 ,30,30,30,30,30,30,30,30,,t,0,0,0,0,2020-10-25,43,3,0,2012-09-29,2019-11-11,100,10,10,10,10,9,10,,f,2,1,1,0,0.44
689309,Private room,2,1,1,1,$125.00 ,2,365,2,2,365,365,2,365,,t,30,60,90,365,2020-10-25,10,0,0,2013-01-09,2018-07-30,100,10,10,10,10,10,10,STR-OPLI-19-003395,f,1,0,1,0,0.11
699460,Private room,2,1,1,1,$95.00 ,2,90,2,2,90,90,2,90,,t,1,1,23,298,2020-10-25,248,5,0,2012-10-15,2020-02-16,98,10,10,10,10,10,10,STR-OPLI-19-001806,f,1,0,1,0,2.54
703058,Entire home/apt,4,1,2,2,$186.00 ,3,27,3,3,27,27,3,27,,t,0,22,44,134,2020-10-25,170,11,1,2012-09-25,2020-09-29,99,10,10,10,10,10,10,STR-OPLI-19-001188,f,1,1,0,0,1.73
704764,Entire home/apt,5,1,2,2,$128.00 ,1,20,1,3,18,20,1,20,,t,16,42,72,162,2020-10-25,267,13,3,2012-12-17,2020-10-08,98,10,10,10,10,10,10,STR-OPLI-19-001424,f,1,1,0,0,2.79
706385,Entire home/apt,2,1,1,1,$119.00 ,2,28,2,2,1125,1125,2,1125,,t,0,6,8,45,2020-10-25,504,44,1,2012-10-30,2020-09-26,100,,,,,,,19-000453,f,1,1,0,0,5.18
708774,Entire home/apt,4,1,1,2,$109.00 ,30,365,30,30,1125,1125,30,1125,,t,0,0,0,273,2020-10-25,129,1,0,2012-12-13,2019-12-21,97,10,10,10,10,9,10,,t,6,6,0,0,1.35
723846,Entire home/apt,3,1,,1,$95.00 ,2,365,2,2,1125,1125,2,1125,,t,12,32,62,337,2020-10-25,130,14,3,2013-05-05,2020-10-13,97,10,10,10,10,10,9,STR-OPLI-19-002418,f,1,1,0,0,1.43
741699,Entire home/apt,6,2,3,2,$164.00 ,2,1123,2,2,1125,1125,2,1125,,t,1,16,17,198,2020-10-25,223,19,2,2013-03-04,2020-10-19,97,10,9,10,10,10,10,STR-OPLI-19-003375,t,1,1,0,0,2.4
748526,Entire home/apt,2,1,1,1,$84.00 ,30,30,30,30,30,30,30,30,,t,28,58,88,363,2020-10-25,84,0,0,2012-11-27,2018-08-23,93,9,10,10,10,10,9,,f,1,1,0,0,0.87
757840,Entire home/apt,8,2.5,4,7,$264.00 ,2,27,2,5,1125,1125,3.3,1125,,t,0,0,0,160,2020-10-25,373,47,2,2012-11-11,2020-10-05,98,10,10,10,10,10,10,STR-OPLI-19-000945,t,1,1,0,0,3.85
789229,Entire home/apt,4,1,1,1,$155.00 ,30,1125,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,123,1,0,2013-04-02,2019-11-23,95,10,10,10,10,10,10,,f,1,1,0,0,1.34
793629,Entire home/apt,2,1,1,1,$108.00 ,2,1125,2,2,1125,1125,2,1125,,t,8,15,15,96,2020-10-25,293,14,0,2012-12-23,2020-03-18,97,10,10,10,10,10,10,STR-OPLI-19-003115,f,1,1,0,0,3.07
808134,Entire home/apt,6,2,2,3,$121.00 ,2,365,2,3,3,365,2,362.5,,t,18,40,70,159,2020-10-25,100,15,2,2013-09-15,2020-10-12,97,10,10,10,10,10,9,STR-OPLI-19-003258,t,27,27,0,0,1.15
841274,Entire home/apt,4,1,1,2,$93.00 ,3,45,3,3,45,45,3,45,,t,1,1,23,298,2020-10-25,127,5,0,2013-03-27,2020-03-17,97,10,10,10,10,10,10,STR-OPLI-19-002082,f,1,1,0,0,1.38
846763,Private room,2,1,1,1,$42.00 ,30,365,30,30,365,365,30,365,,t,1,1,1,269,2020-10-25,70,4,0,2012-12-29,2020-09-12,96,10,10,9,10,10,10,,f,1,0,1,0,0.73
877203,Private room,2,1.5,1,1,$53.00 ,1,1125,1,1,1125,1125,1,1125,,t,5,31,61,336,2020-10-25,80,6,1,2013-03-28,2020-10-09,95,9,9,10,10,9,9,STR-OPLI-19-002301,f,2,0,2,0,0.87
879181,Private room,2,1.5,1,2,$53.00 ,30,365,30,30,1125,1125,30,1125,,t,30,60,90,365,2020-10-25,87,3,0,2013-01-20,2020-09-17,96,10,10,10,10,10,10,,t,2,0,2,0,0.92
902243,Entire home/apt,6,2,2,5,$204.00 ,2,1125,2,4,1125,1125,2.4,1125,,t,27,53,83,355,2020-10-25,101,16,0,2013-04-03,2020-09-12,96,10,10,10,10,10,9,STR-OPLI-19-001535,f,4,4,0,0,1.1
